SPECIES	OBSERVED	GAM	See5	SGB
PIPO	0	0.034633576	0.08	0.014672611
PIPO	0	1.00E-04	1.00E-04	0.012561736
PIPO	0	0.023694959	1.00E-04	0.020812872
PIPO	0	1.00E-04	1.00E-04	0.010752161
PIPO	0	0.015301271	0.17	0.064336323
PIPO	0	1.00E-04	1.00E-04	0.069961992
PIPO	0	1.00E-04	1.00E-04	0.009709825
PIPO	0	1.00E-04	1.00E-04	0.009645856
PIPO	0	1.00E-04	1.00E-04	0.01091727
PIPO	0	0.00030163	1.00E-04	0.013519253
PIPO	0	0.000392822	1.00E-04	0.015415407
PIPO	0	0.091179244	0.07	0.064380006
PIPO	0	1.00E-04	1.00E-04	0.011964505
PIPO	0	1.00E-04	1.00E-04	0.016492306
PIPO	0	0.002778206	0.16	0.016973268
PIPO	0	1.00E-04	1.00E-04	0.014527938
PIPO	0	1.00E-04	1.00E-04	0.026131161
PIPO	0	0.000241434	1.00E-04	0.012718025
PIPO	0	1.00E-04	0.07	0.011905705
PIPO	0	0.0001796	1.00E-04	0.029875506
PIPO	0	0.001049253	1.00E-04	0.017865328
PIPO	0	1.00E-04	0.08	0.0150472
PIPO	0	0.000371109	1.00E-04	0.017796695
PIPO	0	0.000192879	1.00E-04	0.013203362
PIPO	0	1.00E-04	0.07	0.013566982
PIPO	0	1.00E-04	1.00E-04	0.01265672
PIPO	0	0.000897186	1.00E-04	0.013346335
PIPO	0	0.003413906	1.00E-04	0.016162054
PIPO	0	1.00E-04	1.00E-04	0.010147769
PIPO	0	0.000666612	1.00E-04	0.013136466
PIPO	0	0.000374177	1.00E-04	0.01297387
PIPO	0	0.105232908	0.17	0.015476121
PIPO	0	1.00E-04	1.00E-04	0.011851017
PIPO	0	1.00E-04	1.00E-04	0.009632621
PIPO	0	0.007993603	0.16	0.020338816
PIPO	0	0.003421878	0.07	0.015389395
PIPO	0	1.00E-04	0.06	0.010175494
PIPO	0	1.00E-04	1.00E-04	0.019488056
PIPO	0	0.01268707	0.18	0.027325379
PIPO	0	0.000350516	1.00E-04	0.035549265
PIPO	0	1.00E-04	1.00E-04	0.011914984
PIPO	0	0.015561775	0.1	0.03834885
PIPO	0	0.000113063	1.00E-04	0.014787796
PIPO	0	1.00E-04	1.00E-04	0.014332282
PIPO	1	0.260397514	0.07	0.018874151
PIPO	0	1.00E-04	1.00E-04	0.018071214
PIPO	0	1.00E-04	0.1	0.072061921
PIPO	1	0.149954588	0.16	0.017090383
PIPO	0	0.002598756	1.00E-04	0.014641578
PIPO	0	0.000905101	1.00E-04	0.025141416
PIPO	0	0.000203328	1.00E-04	0.044071053
PIPO	0	0.009747741	1.00E-04	0.037130722
PIPO	0	0.123769128	0.2	0.052932655
PIPO	0	1.00E-04	1.00E-04	0.026911942
PIPO	0	1.00E-04	1.00E-04	0.027541372
PIPO	0	0.164584591	0.19	0.047777293
PIPO	0	0.005951692	1.00E-04	0.025728986
PIPO	0	0.000217862	1.00E-04	0.033918349
PIPO	1	0.985534196	0.74	0.613889772
PIPO	1	0.382799695	0.9	0.8081318
PIPO	1	0.907147493	0.6	0.442992703
PIPO	0	0.158833722	0.3	0.095051888
PIPO	0	0.019003314	0.09	0.113757429
PIPO	1	0.091767223	0.19	0.156247943
PIPO	1	0.870617828	0.82	0.826481315
PIPO	1	0.988863726	0.85	0.833144937
PIPO	0	0.774598653	0.75	0.851966961
PIPO	0	0.991007291	0.51	0.763798753
PIPO	0	0.990609867	0.58	0.715068738
PIPO	1	0.795149764	0.73	0.674877387
PIPO	1	0.986445208	0.52	0.529418126
PIPO	0	0.134328979	0.21	0.458303846
PIPO	0	0.964850774	0.64	0.651870562
PIPO	1	0.992894566	0.92	0.839362492
POTR5	0	0.074325353	0.07	0.028508401
POTR5	0	0.000464671	1.00E-04	0.028007376
POTR5	0	1.00E-04	1.00E-04	0.03021682
POTR5	0	0.005478656	1.00E-04	0.034277012
POTR5	0	0.098277776	0.38	0.198682881
POTR5	0	1	1.00E-04	0.05367647
POTR5	0	0.013856117	1.00E-04	0.079356582
POTR5	0	1.00E-04	1.00E-04	0.028210539
POTR5	0	0.017324207	0.1	0.05275208
POTR5	1	0.950693529	0.82	0.821869389
POTR5	0	0.000250058	1.00E-04	0.029610968
POTR5	0	0.001608197	1.00E-04	0.029024257
POTR5	0	0.017798135	1.00E-04	0.055413812
POTR5	0	1.00E-04	1.00E-04	0.025106948
POTR5	0	0.008511788	0.1	0.054829912
POTR5	0	0.010127477	1.00E-04	0.078750605
POTR5	0	0.002669334	1.00E-04	0.026934995
POTR5	0	1.00E-04	1.00E-04	0.024191057
POTR5	0	1.00E-04	1.00E-04	0.024526398
POTR5	0	0.004526164	0.18	0.10235267
POTR5	0	0.052294107	0.36	0.279055339
POTR5	0	0.002022148	1.00E-04	0.027605574
POTR5	0	0.433297213	1.00E-04	0.096555771
POTR5	0	0.041630614	0.19	0.140405966
POTR5	1	0.645706691	0.75	0.734889661
POTR5	0	0.005871656	0.19	0.284164112
POTR5	0	0.000178538	0.08	0.068252376
POTR5	1	0.860247736	0.51	0.307944233
POTR5	0	0.005243459	0.2	0.095229006
POTR5	0	0.13480143	0.39	0.082501714
POTR5	0	0.156399465	0.2	0.252104353
POTR5	0	0.000228574	1.00E-04	0.026999521
POTR5	0	0.003239518	1.00E-04	0.143568568
POTR5	1	0.998219116	0.74	0.923875142
POTR5	1	0.596802051	0.63	0.525827703
POTR5	0	0.002728348	1.00E-04	0.044843071
POTR5	1	0.129275129	1.00E-04	0.124350509
POTR5	0	0.19741279	0.31	0.273009781
POTR5	0	0.014025879	1.00E-04	0.060404898
POTR5	1	0.56446623	0.8	0.65358039
POTR5	0	0.000339365	1.00E-04	0.032403847
POTR5	0	0.000345575	1.00E-04	0.036360559
POTR5	0	0.00392913	1.00E-04	0.033493506
POTR5	1	0.678005721	0.07	0.228369763
POTR5	0	0.008873662	1.00E-04	0.034518579
POTR5	0	1.00E-04	1.00E-04	0.025298221
POTR5	0	0.099558081	0.09	0.09719673
POTR5	0	1.00E-04	1.00E-04	0.028100413
POTR5	0	0.848088148	0.81	0.752518476
POTR5	0	0.033899155	0.09	0.084292259
POTR5	1	0.946170888	1	0.905039609
POTR5	0	1.00E-04	1.00E-04	0.031935022
POTR5	1	0.905552035	0.57	0.512449935
POTR5	1	0.931195412	0.91	0.917291772
POTR5	0	0.033238555	1.00E-04	0.052731235
POTR5	0	0.003680275	1.00E-04	0.053886041
POTR5	1	0.885514494	0.54	0.849948469
POTR5	0	0.014277959	1.00E-04	0.119384644
POTR5	1	0.952973385	0.93	0.883934395
POTR5	0	1.00E-04	0.08	0.031871798
POTR5	0	0.01866378	1.00E-04	0.026700157
POTR5	0	1.00E-04	1.00E-04	0.027645591
POTR5	0	0.006402542	1.00E-04	0.027026212
POTR5	0	0.082318574	0.7	0.255670697
POTR5	0	0.000208348	1.00E-04	0.035017328
POTR5	0	1.00E-04	1.00E-04	0.024732007
POTR5	0	1.00E-04	1.00E-04	0.024774218
POTR5	0	0.001097746	1.00E-04	0.028149895
POTR5	0	0.306861921	0.09	0.24523633
POTR5	0	1.00E-04	1.00E-04	0.025008225
POTR5	0	0.002320513	1.00E-04	0.026348092
POTR5	0	0.001974605	1.00E-04	0.028651959
POTR5	0	1.00E-04	1.00E-04	0.023944479
POTR5	1	0.983722308	1	0.949580875
POTR5	0	0.000225072	1.00E-04	0.029855444
POTR5	0	0.813253153	0.71	0.41906028
POTR5	0	0.138183767	0.71	0.555478892
POTR5	0	0.008714696	1.00E-04	0.029389853
POTR5	0	0.00029517	1.00E-04	0.025883924
POTR5	0	0.094093788	0.08	0.037268831
POTR5	0	0.077289166	0.18	0.061138486
POTR5	1	0.721717496	0.83	0.770796702
POTR5	0	0.000454617	1.00E-04	0.028968904
POTR5	1	0.99986497	1	0.903504641
POTR5	0	0.040948381	0.08	0.029756459
POTR5	0	0.02180068	1.00E-04	0.026748226
POTR5	0	0.007536165	1.00E-04	0.027017453
POTR5	0	1.00E-04	1.00E-04	0.029651877
POTR5	0	0.000874886	1.00E-04	0.031322583
POTR5	0	0.002390554	0.06	0.050588457
POTR5	0	0.023856585	1.00E-04	0.028027087
POTR5	0	0.035886968	1.00E-04	0.034335164
POTR5	0	0.000588939	1.00E-04	0.024882907
POTR5	0	0.003307445	0.08	0.037961548
POTR5	0	0.0036869	0.08	0.095795584
POTR5	0	0.006852832	1.00E-04	0.031778095
POTR5	1	0.827564325	0.22	0.434091312
POTR5	0	0.33305853	0.49	0.423339344
POTR5	0	0.003910388	1.00E-04	0.028749203
POTR5	0	1.00E-04	1.00E-04	0.024902351
POTR5	0	0.002707973	1.00E-04	0.080957901
POTR5	0	0.926134365	0.42	0.343136789
POTR5	1	0.898870557	0.54	0.782457019
POTR5	0	1.00E-04	1.00E-04	0.026798165
POTR5	1	0.011987673	1.00E-04	0.036084363
POTR5	0	1.00E-04	1.00E-04	0.033130006
POTR5	0	0.000135622	1.00E-04	0.024417932
POTR5	0	0.000307283	1.00E-04	0.026795475
POTR5	0	1.00E-04	1.00E-04	0.025498597
POTR5	0	0.000885607	1.00E-04	0.030131538
POTR5	0	0.144894647	0.2	0.19784579
POTR5	0	0.068119182	0.08	0.243868122
POTR5	0	0.004366392	1.00E-04	0.029856683
POTR5	0	0.00084388	1.00E-04	0.040509335
POTR5	1	0.095993021	0.65	0.865766439
POTR5	0	0.006479981	0.06	0.047077071
POTR5	0	0.002880802	1.00E-04	0.025194787
POTR5	1	0.861261141	0.81	0.877131692
POTR5	0	1.00E-04	1.00E-04	0.026025566
POTR5	0	0.003817441	1.00E-04	0.028299106
POTR5	0	0.001547087	1.00E-04	0.024624254
POTR5	0	0.085061892	0.18	0.060173377
POTR5	1	0.931534574	0.51	0.687657069
POTR5	0	1.00E-04	1.00E-04	0.031153257
POTR5	0	0.124573155	0.51	0.344322447
POTR5	0	0.000334926	1.00E-04	0.026694425
POTR5	0	0.000869962	1.00E-04	0.025833328
POTR5	0	0.034323534	0.19	0.130444545
POTR5	0	0.0001107	1.00E-04	0.024917329
POTR5	1	0.910386012	0.71	0.911869034
POTR5	1	0.991659086	1	0.931337228
POTR5	1	0.873874583	0.72	0.909097696
POTR5	1	0.996766113	0.63	0.81156139
POTR5	1	0.897837476	0.74	0.81545271
POTR5	1	0.853520943	0.71	0.928727881
POTR5	1	0.939522227	0.9	0.852513496
POTR5	1	0.249836599	0.1	0.15909986
POTR5	1	0.288866291	0.68	0.472935153
POTR5	0	0.000185749	1.00E-04	0.025551628
POTR5	0	0.010329622	0.19	0.072302393
POTR5	0	0.007517315	1.00E-04	0.026026923
POTR5	0	0.00752607	0.1	0.08460296
POTR5	0	0.010335572	1.00E-04	0.055338927
POTR5	0	1.00E-04	1.00E-04	0.024950037
POTR5	0	0.065096562	0.11	0.316611997
POTR5	0	0.002041383	1.00E-04	0.035767067
POTR5	0	0.000288392	1.00E-04	0.02487438
POTR5	0	0.001938522	1.00E-04	0.043847666
POTR5	0	0.00937048	0.17	0.044455841
POTR5	0	1.00E-04	1.00E-04	0.025222244
POTR5	0	1.00E-04	1.00E-04	0.026875534
POTR5	0	1.00E-04	1.00E-04	0.027857406
POTR5	0	0.000619282	1.00E-04	0.028200368
POTR5	0	0.000110375	1.00E-04	0.029818051
POTR5	0	1.00E-04	1.00E-04	0.027167723
POTR5	0	0.619931426	0.73	0.330507974
POTR5	0	0.112195941	0.19	0.112225237
POTR5	0	0.245356989	0.29	0.25062242
POTR5	0	0.207846075	0.39	0.196412928
POTR5	0	0.329369843	0.38	0.173103268
POTR5	0	0.186171587	0.48	0.201062468
POTR5	0	0.017986904	0.17	0.067141001
POTR5	1	0.37135392	0.58	0.173533236
POTR5	0	0.02064399	0.17	0.059334582
POTR5	0	1.00E-04	1.00E-04	0.027370484
POTR5	0	0.014508198	1.00E-04	0.131720151
POTR5	0	1.00E-04	1.00E-04	0.025654504
POTR5	0	1.00E-04	1.00E-04	0.028961956
POTR5	0	0.299978052	0.46	0.263388037
POTR5	0	0.012273092	1.00E-04	0.026151863
POTR5	0	1.00E-04	1.00E-04	0.047692266
POTR5	1	0.247714424	0.9	0.581345356
POTR5	0	1.00E-04	1.00E-04	0.029592909
POTR5	0	1.00E-04	1.00E-04	0.0254534
POTR5	0	0.000327986	1.00E-04	0.025905408
POTR5	0	0.060603592	0.41	0.170138494
POTR5	0	0.084060601	0.18	0.193584088
POTR5	0	0.302157218	0.69	0.604923405
POTR5	1	0.82440847	0.38	0.65505352
POTR5	0	0.526561523	0.38	0.534771674
POTR5	0	0.071638758	0.1	0.205496203
POTR5	1	0.029031162	0.1	0.123648945
POTR5	0	0.064017058	0.09	0.049831333
POTR5	1	0.768773541	0.42	0.58288804
POTR5	1	0.850416116	0.9	0.873882225
POTR5	0	0.077747759	0.16	0.123240817
POTR5	0	0.015891651	1.00E-04	0.048435325
POTR5	0	0.001882875	1.00E-04	0.059152106
POTR5	0	0.000957377	1.00E-04	0.037069343
POTR5	0	0.023981211	1.00E-04	0.0669172
POTR5	0	1.00E-04	1.00E-04	0.06865401
POTR5	0	0.007942658	1.00E-04	0.048395311
POTR5	0	0.063321525	1.00E-04	0.055633842
POTR5	0	1.00E-04	1.00E-04	0.050042783
POTR5	0	0.000925243	1.00E-04	0.069847752
POTR5	0	0.077338954	0.18	0.070192825
POTR5	0	0.064002182	1.00E-04	0.065942781
POTR5	0	0.309652463	1.00E-04	0.074229005
POTR5	1	0.751628363	0.81	0.821017247
POTR5	1	0.97956474	1	0.948589752
POTR5	0	0.803060071	0.73	0.889898233
POTR5	1	0.417711504	0.17	0.145486015
POTR5	1	0.989617937	0.75	0.922411044
POTR5	0	0.010070425	0.17	0.164184791
POTR5	1	0.084530491	0.5	0.304782571
POTR5	0	0.00851149	0.29	0.240617438
POTR5	0	0.005426179	0.4	0.351859616
POTR5	1	0.421006155	0.67	0.476080896
POTR5	1	0.988590413	0.91	0.936890156
POTR5	1	0.954344271	0.89	0.752349717
POTR5	0	0.294549983	0.91	0.714025107
POTR5	0	0.163664744	0.15	0.115365806
POTR5	0	0.014366236	0.39	0.199933679
POTR5	0	0.007509323	0.19	0.16614757
POTR5	1	0.995844942	1	0.963071686
POTR5	0	0.034715056	0.09	0.065722582
POTR5	0	0.001553025	1.00E-04	0.034172523
POTR5	1	0.477209378	0.31	0.158080042
POTR5	0	0.037092576	0.08	0.093463965
POTR5	0	1.00E-04	1.00E-04	0.051038817
POTR5	1	0.884816218	1	0.924173456
POTR5	1	0.797171263	0.72	0.727426232
POTR5	0	0.001263907	0.07	0.04870332
POTR5	0	0.829311721	0.63	0.676684532
POTR5	1	0.815260431	1	0.79041621
POTR5	1	0.914265292	0.84	0.872555268
POTR5	1	0.91249226	0.74	0.633051988
POTR5	0	0.060641891	0.22	0.745385003
POTR5	0	0.069781947	0.28	0.317740024
POTR5	0	0.62555197	0.3	0.274278029
POTR5	0	1.00E-04	1.00E-04	0.026041285
POTR5	0	0.03753843	0.28	0.218168976
POTR5	1	0.242627615	0.6	0.422517289
POTR5	1	0.423336568	0.51	0.415433302
POTR5	0	0.07607085	0.2	0.375686977
POTR5	0	0.121410326	0.37	0.315462561
POTR5	0	0.441077483	0.17	0.264824489
POTR5	1	0.996316892	0.81	0.849820065
POTR5	1	0.258168455	0.29	0.296067691
POTR5	1	0.83794314	0.43	0.71990482
POTR5	0	0.259860554	1.00E-04	0.167128505
POTR5	1	0.972145434	0.58	0.793723815
POTR5	0	0.376733928	0.58	0.318092078
POTR5	0	0.008844911	0.1	0.286142761
POTR5	1	0.000901042	1.00E-04	0.341579223
POTR5	1	0.973199307	0.51	0.811405148
POTR5	1	0.300588854	0.8	0.733042962
POTR5	0	0.014332642	1.00E-04	0.063128144
POTR5	0	0.408578245	0.4	0.227903178
POTR5	1	0.079756089	1.00E-04	0.204770038
POTR5	0	0.001065767	1.00E-04	0.047135882
POTR5	0	0.003454327	0.21	0.120025912
POTR5	0	0.0321217	0.09	0.178619589
POTR5	0	0.059585988	0.21	0.116190933
POTR5	0	0.074282798	0.59	0.139775774
POTR5	0	0.010168562	1.00E-04	0.053312592
POTR5	0	0.200179156	0.59	0.303814667
POTR5	0	0.005665158	0.1	0.093666238
POTR5	0	1.00E-04	1.00E-04	0.073193765
POTR5	0	0.005316175	0.09	0.099186171
POTR5	0	1.00E-04	0.1	0.062501838
POTR5	0	0.033534272	0.28	0.133743932
POTR5	0	0.424070091	0.39	0.523725301
POTR5	0	0.009113259	0.27	0.205852163
POTR5	0	0.655394713	0.51	0.475364019
POTR5	1	0.224518391	0.41	0.410079025
POTR5	1	0.6399151	0.21	0.520632723
POTR5	1	0.859908182	0.41	0.65968307
POTR5	0	0.036324666	0.48	0.364053402
POTR5	0	0.019348506	0.09	0.055852973
POTR5	1	0.600777817	0.75	0.782517582
POTR5	1	0.999655765	0.51	0.848670972
POTR5	0	0.110741384	0.19	0.193729791
POTR5	0	0.839172602	1	0.848240798
POTR5	0	0.172660169	0.6	0.278722628
POTR5	0	0.371902994	0.49	0.447089823
POTR5	0	0.03096686	0.28	0.120849608
POTR5	0	0.082001388	1.00E-04	0.065822893
POTR5	0	0.401708423	1.00E-04	0.169654109
POTR5	0	0.064634703	0.27	0.070035345
POTR5	1	0.166378222	0.31	0.162227828
POTR5	1	0.820483855	0.9	0.844867623
POTR5	0	0.631078577	0.37	0.162843346
POTR5	0	0.385195657	0.51	0.372268618
POTR5	0	0.000205814	1.00E-04	0.044825754
POTR5	0	0.196424833	0.37	0.430272828
POTR5	0	0.012253406	1.00E-04	0.059628831
POTR5	0	0.463369874	0.19	0.138831087
POTR5	0	0.061827704	0.48	0.292469246
POTR5	0	0.007805028	1.00E-04	0.052704081
POTR5	0	0.018317454	1.00E-04	0.046618194
POTR5	0	0.001243661	1.00E-04	0.040272206
POTR5	0	0.139434506	0.17	0.168091654
POTR5	0	0.747405638	0.48	0.474542967
POTR5	1	0.701222586	0.71	0.821216028
POTR5	1	0.047174485	0.19	0.144541032
POTR5	1	0.991432112	0.91	0.89032555
POTR5	1	0.657655642	0.38	0.396088228
POTR5	0	0.023488817	1.00E-04	0.050032288
POTR5	0	0.055723201	0.17	0.154362209
POTR5	1	0.273504899	0.37	0.706630077
POTR5	0	0.024468291	0.28	0.066067538
POTR5	0	0.092882176	0.18	0.175145505
POTR5	0	0.740041343	0.1	0.366891526
POTR5	1	0.210184512	0.28	0.262459158
POTR5	0	0.003311623	1.00E-04	0.041892906
POTR5	0	0.000250914	1.00E-04	0.025775188
POTR5	0	0.103648857	1.00E-04	0.043158997
POTR5	1	0.386720623	0.39	0.425506201
POTR5	0	0.109522527	0.47	0.285321985
POTR5	0	0.000359469	1.00E-04	0.039233347
POTR5	1	0.786854391	0.9	0.855359991
POTR5	1	0.623375345	0.84	0.774839926
POTR5	1	0.944374253	1	0.925938669
POTR5	0	0.307719319	0.53	0.297325666
POTR5	1	0.20268443	0.29	0.355947833
POTR5	0	0.001537044	1.00E-04	0.028749374
POTR5	0	0.0005052	1.00E-04	0.027431721
POTR5	0	0.022507202	0.1	0.112039053
POTR5	0	0.14499649	0.5	0.325256888
POTR5	0	0.196244609	0.47	0.186444308
POTR5	1	0.869194312	0.71	0.522342297
POTR5	0	1.00E-04	1.00E-04	0.025533577
POTR5	0	0.47375913	0.35	0.16801131
POTR5	1	0.881118144	0.61	0.567813007
POTR5	0	0.029865495	1.00E-04	0.232691494
POTR5	1	0.897712304	0.71	0.819659358
POTR5	1	0.890769516	0.8	0.887448066
POTR5	1	0.935407653	0.6	0.707279376
POTR5	0	0.025430365	1.00E-04	0.026942868
POTR5	1	0.490568892	0.58	0.675145366
POTR5	0	0.000562747	1.00E-04	0.027309117
POTR5	0	0.003628604	0.08	0.035323666
POTR5	1	0.979323954	0.71	0.885813983
POTR5	1	0.730758059	0.85	0.753068247
POTR5	0	0.93011385	0.63	0.870255227
POTR5	0	0.250624173	0.19	0.231575926
POTR5	1	0.324859111	0.83	0.722044815
POTR5	1	0.655018454	0.79	0.456120883
POTR5	0	0.030549363	0.48	0.288055286
POTR5	0	0.090000945	0.11	0.110428906
POTR5	1	0.884950402	0.9	0.924696042
POTR5	0	0.920738779	0.71	0.819033311
POTR5	0	0.032792177	0.27	0.040367331
POTR5	1	0.922319397	0.9	0.773198714
POTR5	1	0.874998436	0.91	0.874019265
POTR5	1	0.99523312	0.92	0.927561497
POTR5	1	0.824978152	0.58	0.651083269
POTR5	1	0.427318681	0.8	0.815811934
POTR5	0	0.005518593	1.00E-04	0.108913208
POTR5	0	0.034619235	0.29	0.063677614
POTR5	0	0.014951568	0.17	0.084995005
POTR5	1	0.452421088	1	0.932472371
POTR5	0	0.006064019	0.08	0.053407316
POTR5	1	0.880460796	0.9	0.86111072
POTR5	1	0.95225997	0.8	0.805846239
POTR5	1	0.076555083	0.11	0.216579978
POTR5	1	0.004321719	1.00E-04	0.106182606
POTR5	0	0.999999999	0.07	0.113120589
POTR5	1	0.152763002	0.19	0.216167939
POTR5	1	0.910858481	0.91	0.86311574
POTR5	1	0.977000682	0.9	0.918252623
POTR5	1	0.849618711	0.7	0.679506188
POTR5	1	0.659197488	0.44	0.489112769
POTR5	0	0.000124686	1.00E-04	0.040392888
POTR5	0	0.011172822	1.00E-04	0.076580928
POTR5	0	0.019784785	0.07	0.160312202
POTR5	0	0.138306167	0.29	0.128062346
POTR5	0	0.242033033	0.21	0.14940932
POTR5	1	0.971278128	0.91	0.929988351
POTR5	0	0.091425876	0.3	0.452659837
POTR5	0	0.016339374	0.09	0.104560011
POTR5	0	0.079715506	1.00E-04	0.035608022
POTR5	1	0.998218965	0.92	0.949797508
POTR5	1	0.95491369	0.84	0.918044001
POTR5	0	0.000807976	1.00E-04	0.025026291
POTR5	0	0.009248285	1.00E-04	0.060370574
POTR5	1	0.847493845	0.6	0.625805811
POTR5	0	0.158111944	0.6	0.361262897
POTR5	1	0.460301252	0.2	0.228735853
POTR5	0	0.001553073	1.00E-04	0.055872105
POTR5	1	0.854185601	0.62	0.65895943
POTR5	0	0.46433132	0.61	0.57518176
POTR5	1	0.937815571	0.9	0.91181523
POTR5	1	0.273937534	0.19	0.248476376
POTR5	0	0.0152471	1.00E-04	0.051488959
PSME	1	0.114002908	0.06	0.053505426
PSME	0	0.218382232	0.27	0.099910577
PSME	0	0.302023252	0.46	0.246167569
PSME	0	0.037752947	1.00E-04	0.057424433
PSME	1	0.657528623	0.37	0.634108559
PSME	0	0.517398236	0.09	0.202915524
PSME	0	0.137395788	1.00E-04	0.138054815
PSME	1	0.107407364	0.16	0.099444705
PSME	0	0.295367828	0.29	0.194430053
PSME	1	0.688262077	0.51	0.520008818
PSME	0	0.073685031	1.00E-04	0.077298712
PSME	0	0.099037331	0.19	0.060100133
PSME	0	0.032633773	0.19	0.140338892
PSME	0	0.000899927	1.00E-04	0.044379534
PSME	0	0.137657584	0.17	0.082936232
PSME	0	0.194031848	0.08	0.196579036
PSME	0	0.015235389	1.00E-04	0.044487734
PSME	0	0.022253848	1.00E-04	0.038390505
PSME	0	0.031308552	0.1	0.049815115
PSME	0	0.072536214	0.18	0.08702479
PSME	0	0.815678283	0.48	0.568514164
PSME	0	0.117786659	1.00E-04	0.040922818
PSME	0	0.596297338	0.26	0.094332602
PSME	1	0.260269414	0.49	0.293338083
PSME	1	0.672646103	0.81	0.644229753
PSME	0	0.018013436	0.1	0.067606092
PSME	1	0.263010589	0.15	0.190891065
PSME	0	0.246172505	0.18	0.115661012
PSME	0	0.136443988	0.25	0.19056419
PSME	1	0.780732515	0.29	0.325593447
PSME	1	0.944323178	0.42	0.797734437
PSME	0	0.011344988	1.00E-04	0.049581236
PSME	0	0.034771225	0.1	0.188295231
PSME	0	0.351778044	0.18	0.358532488
PSME	1	0.637788148	0.29	0.588563717
PSME	0	0.049249928	0.1	0.163290653
PSME	1	0.06246313	0.28	0.230366925
PSME	0	0.649021516	0.58	0.64921709
PSME	0	0.04375129	0.18	0.120041345
PSME	1	0.546701764	0.39	0.437118327
PSME	0	0.002519681	1.00E-04	0.048736844
PSME	0	0.000487765	1.00E-04	0.039293166
PSME	0	0.043063969	0.18	0.174854841
PSME	1	0.895547413	0.71	0.78517665
PSME	0	0.118026121	0.27	0.200988824
PSME	0	0.187583211	0.19	0.222244508
PSME	0	0.291950939	0.39	0.326218922
PSME	0	1.00E-04	1.00E-04	0.040580109
PSME	0	0.155919609	0.19	0.127613261
PSME	0	0.007933864	1.00E-04	0.053823952
PSME	0	0.428179289	0.67	0.250672449
PSME	0	0.008395704	1.00E-04	0.051881414
PSME	1	0.05461486	0.1	0.124933768
PSME	1	0.382203833	0.29	0.206528621
PSME	0	0.080548132	1.00E-04	0.133210431
PSME	0	0.001035178	0.09	0.073200143
PSME	0	0.023477715	0.18	0.108249638
PSME	0	0.039372031	0.17	0.110452826
PSME	0	0.429010975	0.5	0.161534104
PSME	0	0.127746438	1.00E-04	0.054768973
PSME	0	0.194813491	1.00E-04	0.061706593
PSME	0	0.007707241	1.00E-04	0.052465465
PSME	0	0.173912933	1.00E-04	0.099752049
PSME	0	0.022270281	0.37	0.070204188
PSME	0	0.013716817	0.27	0.108586912
PSME	0	0.000375347	1.00E-04	0.039201743
PSME	0	0.012164517	0.08	0.094687508
PSME	0	0.00781461	1.00E-04	0.055790677
PSME	1	0.766161163	0.31	0.751296617
PSME	0	1.00E-04	1.00E-04	0.040275736
PSME	0	0.004459577	1.00E-04	0.043810299
PSME	0	0.029866119	1.00E-04	0.086332165
PSME	0	0.000153054	1.00E-04	0.039029086
PSME	0	0.066841912	0.07	0.097344063
PSME	0	0.00576319	1.00E-04	0.042985799
PSME	1	0.964936176	0.79	0.583054897
PSME	0	0.056224686	0.68	0.173424478
PSME	0	0.002692288	1.00E-04	0.041771248
PSME	0	0.001044306	1.00E-04	0.041990421
PSME	0	0.141237516	0.19	0.183508207
PSME	0	0.012413996	0.17	0.091838157
PSME	0	0.349738871	0.07	0.161719185
PSME	0	0.000479096	1.00E-04	0.067540383
PSME	0	0.570768606	0.46	0.36215833
PSME	0	0.266445684	0.19	0.143196509
PSME	0	0.009247354	1.00E-04	0.046458686
PSME	0	0.030578693	0.09	0.054214874
PSME	0	0.001934777	0.1	0.078178086
PSME	1	0.011424014	1.00E-04	0.072392713
PSME	0	0.063080254	0.39	0.165153982
PSME	0	0.022540677	0.26	0.069521412
PSME	0	0.02768094	0.06	0.053211456
PSME	0	0.000392756	1.00E-04	0.038728083
PSME	0	0.003317071	1.00E-04	0.058351486
PSME	0	0.042099934	0.16	0.164908631
PSME	0	0.129906045	0.25	0.085938122
PSME	1	0.955166301	0.82	0.89495593
PSME	1	0.934002568	0.71	0.640915669
PSME	0	0.01328843	1.00E-04	0.057081588
PSME	0	0.005199944	1.00E-04	0.039585059
PSME	1	0.699716804	0.68	0.702642779
PSME	1	0.755313131	0.48	0.7462339
PSME	1	0.329660494	0.15	0.472876017
PSME	0	0.102749305	0.18	0.130505818
PSME	1	0.244924282	0.38	0.127838859
PSME	0	0.02698292	0.27	0.203062016
PSME	1	0.042905565	0.17	0.16656526
PSME	0	0.007258418	1.00E-04	0.046148655
PSME	0	0.003631289	1.00E-04	0.044626149
PSME	0	0.012465095	1.00E-04	0.068107835
PSME	1	0.858284181	0.47	0.721841611
PSME	0	0.381027144	0.47	0.671695567
PSME	0	0.08276422	0.08	0.177931299
PSME	0	0.283761693	0.17	0.316684892
PSME	0	0.00087746	0.09	0.14355578
PSME	0	0.014821188	0.16	0.097983371
PSME	0	0.01363539	0.15	0.040946082
PSME	0	0.283856355	0.28	0.229160384
PSME	0	0.001698188	1.00E-04	0.045362658
PSME	0	0.02736985	0.07	0.052614048
PSME	0	0.016390392	1.00E-04	0.041500376
PSME	0	0.029205561	0.17	0.053179032
